Project,Last_Activity,Contributors,Stargazers,Class_Diagram_File,No_of_Class_Diagrams,Lines_of_Code,UML_LOC_ratio_scaled
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern11_01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern10_01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern09_04.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern09_03.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern08_02.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern08_01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern07_02.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern07_01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/java/threads/juc-col09-01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/java/threads/juc-col08-01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-05.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/java/threads/juc-col10-01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-06.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern01_02.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern01_03.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern02_02.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern02_03.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern03_02.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-09.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-08.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-07.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern06_01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/java/threads/juc-executor01-01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-04.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-03.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-02.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml03-01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml02-04.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml02-03.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/uml/uml02-02.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/java/threads/juc-executor02-01.jpg,44,34570,0.6866932
wangkuiwu/wangkuiwu.github.io/,2024-07-06 09:02:06+00:00,3,39,media/pic/design_patterns/pattern06_02.jpg,44,34570,0.6866932
xenodium/xenodium.github.io/,2024-11-13 13:22:10+00:00,3,9,images/plantuml-example/plantuml-singer.png,1,1705,0.316432231
symfony/symfony1-docs/,2024-11-03 23:17:58+00:00,30,103,gentle-introduction/en/images/F1401.png,3,5181,0.312401172
symfony/symfony1-docs/,2024-11-03 23:17:58+00:00,30,103,gentle-introduction/en/images/F1608.png,3,5181,0.312401172
symfony/symfony1-docs/,2024-11-03 23:17:58+00:00,30,103,jobeet/images/03/diagram.png,3,5181,0.312401172
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_19.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_12.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_10.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_l.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_9.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_8.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_7.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_6.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_5.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_4.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_3.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_25.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_24.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_23.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_22.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_21.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_20.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_11.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_14.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_13.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_9.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_p_5.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_s.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_s_2.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_t.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_p_3.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_p_2.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_p.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_8.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_p_4.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_7.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_6.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_5.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_4.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_3.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_2.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_m_15.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_2.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_b_2.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_18.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_d.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_pensool_.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_b.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_b_3.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_b_4.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_b_5.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_c.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_17.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_c_2.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_10.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_11.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_12.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_13.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_14.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_15.gif,58,268079,0.116723011
bootchk/pensool/,2024-08-27 18:42:08+00:00,1,13,doc/html/uml_class_diagram_for_source_g_16.gif,58,268079,0.116723011
sculptor/sculptor.github.io/,2024-09-18 06:28:58+00:00,30,1,images/documentation/event-driven-tutorial/umlgraph-eventsourcing.png,6,37929,0.085342055
sculptor/sculptor.github.io/,2024-09-18 06:28:58+00:00,30,1,images/documentation/event-driven-tutorial/umlgraph-simple_eventsourcing.png,6,37929,0.085342055
sculptor/sculptor.github.io/,2024-09-18 06:28:58+00:00,30,1,images/documentation/hello-world-tutorial/helloworld-design-classes.png,6,37929,0.085342055
sculptor/sculptor.github.io/,2024-09-18 06:28:58+00:00,30,1,images/documentation/mongodb-tutorial/blog_umlgraph.png,6,37929,0.085342055
sculptor/sculptor.github.io/,2024-09-18 06:28:58+00:00,30,1,images/documentation/advanced-tutorial/library-domain.png,6,37929,0.085342055
sculptor/sculptor.github.io/,2024-09-18 06:28:58+00:00,30,1,images/2010-06-10-improving-developer-productivity-with-sculptor/umlgraph.png,6,37929,0.085342055
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:00,4,0,developpeur/source/uml/uml_repr_diagramme_objets.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:00,4,0,developpeur/source/uml/uml_repr_generalisation.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:00,4,0,developpeur/source/uml/uml_repr_diagramme_classes.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:00,4,0,developpeur/source/python/ConceptionUMLDeLaClasseCercle.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:00,4,0,docs/developpeur/_images/argouml_ajout_methode.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:00,4,0,developpeur/source/uml/uml_repr_realisations.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:00,4,0,developpeur/source/uml/uml_repr_interface.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:01,4,0,docs/developpeur/_images/uml_repr_diagramme_objets.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:02,4,0,docs/developpeur/_images/uml_repr_generalisation.jpg,10,52203,0.072340322
toutpt/collective.trainingmanual/,2024-03-29 16:08:48+00:03,4,0,docs/developpeur/_images/uml_repr_diagramme_classes.jpg,10,52203,0.072340322
ValentinMinder/CirculationMediator/,2024-05-02 14:47:54+00:00,3,1,TheoreticalMediator/presentation/graphics/UML-0_general.png,5,47692,0.056557795
ValentinMinder/CirculationMediator/,2024-05-02 14:47:54+00:00,3,1,TheoreticalMediator/presentation/graphics/UML-1_interaction.png,5,47692,0.056557795
ValentinMinder/CirculationMediator/,2024-05-02 14:47:54+00:00,3,1,TheoreticalMediator/presentation/graphics/UML-2_carrierMessage.png,5,47692,0.056557795
ValentinMinder/CirculationMediator/,2024-05-02 14:47:54+00:00,3,1,TheoreticalMediator/presentation/graphics/UML-2_carrierMessagePlus.png,5,47692,0.056557795
ValentinMinder/CirculationMediator/,2024-05-02 14:47:54+00:00,3,1,TheoreticalMediator/presentation/graphics/UML-4_workers.png,5,47692,0.056557795
sbhatore/SSAD46/,2024-07-10 12:01:23+00:00,5,1,documents/design/ITER1/umlClassDiagram1.png,1,17132,0.03148647
SBR2015/ootalk/,2024-01-02 20:48:05+00:00,9,2,misc/UML/final/class.png,3,52134,0.03104067
SBR2015/ootalk/,2024-01-02 20:48:05+00:00,9,2,misc/UML/now_class.jpg,3,52134,0.03104067
SBR2015/ootalk/,2024-01-02 20:48:05+00:00,9,2,misc/UML/teacher/UML.png,3,52134,0.03104067
stefan-ka/stefan-ka.github.io/,2024-06-19 08:23:45+00:00,16,0,media/122018-Strategic_DDD_Domain_Model.png,2,49119,0.021962276
stefan-ka/stefan-ka.github.io/,2024-06-19 08:23:45+00:00,16,0,media/062015-parallel-programming-summary1-lock-and-condition.png,2,49119,0.021962276
chuxi/chuxi.github.io/,2024-02-06 15:07:07+00:00,1,0,assets/2015-04-20-files/Dependency.png,1,25039,0.021541583
wimleers/sudoku/,2024-10-27 10:25:49+00:00,2,102,doc/images/UML_4.png,5,132069,0.020420069
wimleers/sudoku/,2024-10-27 10:25:49+00:00,2,102,doc/images/UML_3.png,5,132069,0.020420069
wimleers/sudoku/,2024-10-27 10:25:49+00:00,2,102,doc/images/UML_1.png,5,132069,0.020420069
wimleers/sudoku/,2024-10-27 10:25:49+00:00,2,102,doc/UML-080209.png,5,132069,0.020420069
wimleers/sudoku/,2024-10-27 10:25:49+00:00,2,102,doc/images/UML_2.png,5,132069,0.020420069
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,properties/metaobjects.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,modelview/mvcpattern.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,modelview/propertyselector/propertyselectorUML.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,modelview/sortfilterproxy.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,modelview/views.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,modelview/viewsandwidgets.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,multinheritance/PersonStudentTeacher.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,multinheritance/qgraphicsobject.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,multinheritance/screenregion.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,mystring/shareddata/sstring.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,pointer-container/library1.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,properties/antipattern.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,qobject/compositePattern.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,puzzle/puzzle-uml.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,qobject/qobject.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,qonsole/qonsole1/qonsole1-uml.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,sql/sqlmodels.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,statics/static.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,subobject/square.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,timer/speed-reader/speed-reader.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,xml/dom.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,xml/domwalker/domwalker.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,xml/sax1/xmlreader.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,xml/xmlbuilder.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,modelview/models.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,modelview/modelview-delegate.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,libs/dataobjects/address.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,login/login.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,functions/cryptoclass.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,cardgame/cardgame.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,classes/date-ex.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,classes/fraction-ex.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,libs/metadata/MetaDataLoader.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,composite/suffolkchart.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,containers/contact/ContactList.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,containers/contact/contact.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,containers/stack/template-stack.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,derivation/film/filmApp.png,56,1484180,0.020351157
bruceoutdoors/Intro-Design-Patterns-Cpp-Qt5/,2024-10-05 02:57:56+00:00,1,147,derivation/shape1/shapes.png,56,1484180,0.020351157
