Project,Last_Activity,Contributors,Stargazers,UML_Files_Length,Lines_of_Code,UML_LOC_ratio_scaled,UML_File
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/376.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/377.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/381.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/383.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/391.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/392.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/399.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/4.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/407.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/416.jpg
Stealth80/NickHollis/,2023-12-07 01:55:40+00:00,1.0,0.0,134,624377.0,0.030489398988242204,PictureCollage_CPlusPlus/cs215pgm5/fillerImages/428.jpg
cazares/cazares.github.com/,2024-10-24 12:07:23+00:00,1.0,0.0,6,47453.0,0.017961433960758687,images/elevator-simulator-class-diagram-controller.jpg
cazares/cazares.github.com/,2024-10-24 12:07:23+00:00,1.0,0.0,6,47453.0,0.017961433960758687,images/elevator-simulator-class-diagram-model.jpg
cazares/cazares.github.com/,2024-10-24 12:07:23+00:00,1.0,0.0,6,47453.0,0.017961433960758687,images/elevator-simulator-class-diagram-view.jpg
cazares/cazares.github.com/,2024-10-24 12:07:23+00:00,1.0,0.0,6,47453.0,0.017961433960758687,images/elevator-simulator-class-diagram.jpg
cazares/cazares.github.com/,2024-10-24 12:07:23+00:00,1.0,0.0,6,47453.0,0.017961433960758687,images/hr.gif
cazares/cazares.github.com/,2024-10-24 12:07:23+00:00,1.0,0.0,6,47453.0,0.017961433960758687,public/recommendations.png
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/bipper.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/cg15.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/cron.png
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/lilou_main.png
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/mozac2.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/pageaccueil.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/paph.png
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/paph2.png
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/pic01.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/pic02.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/pic03.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/pic04.jpg
cbardon/clementbardon.com/,2024-09-07 04:57:48+00:00,1.0,1.0,54,492611.0,0.015571450332007339,images/pic07.jpg
