Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif
abouthou/MarcheAleatoire/,http://github.com/abouthou/MarcheAleatoire/,8,4,0,0,0,0,0,4,0
abovethecloud/java-esercizi/,http://github.com/abovethecloud/java-esercizi/,1,0,0,0,1,0,0,0,0
AbrahamAlcaina/LifeGame/,http://github.com/AbrahamAlcaina/LifeGame/,1,1,0,0,0,0,0,0,0
AbrahamGuamanM/Concesionaria/,http://github.com/AbrahamGuamanM/Concesionaria/,1,0,0,0,0,0,0,1,0
abrden/StarCraft/,http://github.com/abrden/StarCraft/,9,0,0,0,9,0,0,0,0
abreitenfeld/QCrystalTile/,http://github.com/abreitenfeld/QCrystalTile/,1,0,0,1,0,0,0,0,0
abrj/BAAAP/,http://github.com/abrj/BAAAP/,2,0,0,0,0,0,0,2,0
abruzzi/abruzzi.github.com/,http://github.com/abruzzi/abruzzi.github.com/,8,0,0,0,8,0,0,0,0
absdk/RslSDK/,http://github.com/absdk/RslSDK/,1,1,0,0,0,0,0,0,0
abstratt/cloudfier/,http://github.com/abstratt/cloudfier/,1,1,0,0,0,0,0,0,0
abulka/pynsource/,http://github.com/abulka/pynsource/,8,0,0,0,7,0,0,0,1
abyin007/JavaDesignPattern/,http://github.com/abyin007/JavaDesignPattern/,4,0,0,0,0,0,0,4,0
abymmathew/mlidynamics.iot/,http://github.com/abymmathew/mlidynamics.iot/,1,1,0,0,0,0,0,0,0
acabra85/impaq_pos/,http://github.com/acabra85/impaq_pos/,2,1,0,0,0,0,0,1,0
acabunoc/icis-sw-credit-msl/,http://github.com/acabunoc/icis-sw-credit-msl/,1,0,0,0,1,0,0,0,0
ACalitz/COS301Phase1Group1A/,http://github.com/ACalitz/COS301Phase1Group1A/,33,0,0,0,33,0,0,0,0
acamiestudios/agendaidt/,http://github.com/acamiestudios/agendaidt/,5,0,2,0,3,0,0,0,0
acbilson/forbidden-island/,http://github.com/acbilson/forbidden-island/,1,0,0,0,1,0,0,0,0
acca/assignment9/,http://github.com/acca/assignment9/,1,0,0,0,1,0,0,0,0
accandme/openplum/,http://github.com/accandme/openplum/,1,0,0,0,1,0,0,0,0
accesstest3/cfunambol/,http://github.com/accesstest3/cfunambol/,2,0,0,0,0,0,0,0,2
accidant/ProjectX/,http://github.com/accidant/ProjectX/,5,0,0,0,0,0,0,5,0
accord-net/framework/,http://github.com/accord-net/framework/,1,1,0,0,0,0,0,0,0
acdoorn/design-patterns/,http://github.com/acdoorn/design-patterns/,4,0,0,0,4,0,0,0,0
Ace2196/Bubble-Blast-Saga/,http://github.com/Ace2196/Bubble-Blast-Saga/,1,0,0,0,1,0,0,0,0
aceiro/curso_dot_net_2015/,http://github.com/aceiro/curso_dot_net_2015/,2,0,0,0,2,0,0,0,0
Acel3rator/Bachelorproject/,http://github.com/Acel3rator/Bachelorproject/,1,0,0,0,0,0,0,1,0
Aceltis/ProjetPoo/,http://github.com/Aceltis/ProjetPoo/,3,3,0,0,0,0,0,0,0
aceoperator/mw/,http://github.com/aceoperator/mw/,1,0,0,1,0,0,0,0,0
acgs/PyDynDS/,http://github.com/acgs/PyDynDS/,5,0,0,2,3,0,0,0,0
achafamo/MazeUML/,http://github.com/achafamo/MazeUML/,1,1,0,0,0,0,0,0,0
achelsau/SAD/,http://github.com/achelsau/SAD/,2,0,0,0,2,0,0,0,0
achillesz/yui3/,http://github.com/achillesz/yui3/,1,0,0,0,1,0,0,0,0
achinkulshrestha/Nirdeza/,http://github.com/achinkulshrestha/Nirdeza/,1,0,0,0,1,0,0,0,0
aciancone/klapersuite/,http://github.com/aciancone/klapersuite/,2,0,0,0,2,0,0,0,0
Acilyn/SyntaxError/,http://github.com/Acilyn/SyntaxError/,1,0,0,0,0,0,0,1,0
acinmavi/test-git/,http://github.com/acinmavi/test-git/,1,0,0,0,1,0,0,0,0
ackepenek/HavayoluSirketSistemi/,http://github.com/ackepenek/HavayoluSirketSistemi/,1,0,0,0,0,0,0,1,0
aclisp/ece-rda-occas/,http://github.com/aclisp/ece-rda-occas/,1,1,0,0,0,0,0,0,0
aclissold/Proxima/,http://github.com/aclissold/Proxima/,4,0,0,0,4,0,0,0,0
acmeair/acmeair/,http://github.com/acmeair/acmeair/,1,0,0,0,1,0,0,0,0
acobster/supper/,http://github.com/acobster/supper/,1,0,0,0,1,0,0,0,0
ACS-Community/ACS/,http://github.com/ACS-Community/ACS/,12,10,1,0,0,0,0,1,0
ACsharp/Tweety/,http://github.com/ACsharp/Tweety/,1,1,0,0,0,0,0,0,0
Actine/stzi-biks-training-java/,http://github.com/Actine/stzi-biks-training-java/,2,1,0,0,1,0,0,0,0
activeingredient/ezComponents/,http://github.com/activeingredient/ezComponents/,36,0,0,0,36,0,0,0,0
activerain/ServerTests/,http://github.com/activerain/ServerTests/,1,0,0,0,0,0,0,0,1
Activiti/Activiti/,http://github.com/Activiti/Activiti/,1,0,0,0,1,0,0,0,0
acxio/AGIA/,http://github.com/acxio/AGIA/,1,0,0,0,1,0,0,0,0
ad-m/wypozyczalnia-wideo/,http://github.com/ad-m/wypozyczalnia-wideo/,1,0,0,0,0,0,0,1,0
ad222kr/1dv607/,http://github.com/ad222kr/1dv607/,21,21,0,0,0,0,0,0,0
adagio/Design-Patterns/,http://github.com/adagio/Design-Patterns/,1,1,0,0,0,0,0,0,0
adagryy/bookshop/,http://github.com/adagryy/bookshop/,1,0,0,0,1,0,0,0,0
adaherhw/hbaseleaflet_rest/,http://github.com/adaherhw/hbaseleaflet_rest/,1,0,0,0,0,0,0,0,1
Adam-Ross/School-bootstrap/,http://github.com/Adam-Ross/School-bootstrap/,1,0,0,0,1,0,0,0,0
adam139/emc.policy/,http://github.com/adam139/emc.policy/,1,0,0,0,1,0,0,0,0
Adamai/ProjetoPetB/,http://github.com/Adamai/ProjetoPetB/,2,0,0,0,1,0,0,1,0
adamashton/VisualisingAndDesigningGrammars/,http://github.com/adamashton/VisualisingAndDesigningGrammars/,1,0,0,0,1,0,0,0,0
adamdabrowski04/KPO/,http://github.com/adamdabrowski04/KPO/,45,0,0,0,0,45,0,0,0
adamdempsey90/adamdempsey90.github.io/,http://github.com/adamdempsey90/adamdempsey90.github.io/,1,0,0,1,0,0,0,0,0
adamgillfillan/berry_bus/,http://github.com/adamgillfillan/berry_bus/,2,0,0,0,0,0,0,2,0
adamgoral/SmartTrader/,http://github.com/adamgoral/SmartTrader/,2,2,0,0,0,0,0,0,0
adamlutz/ssq/,http://github.com/adamlutz/ssq/,2,0,0,0,2,0,0,0,0
adammfrank/Bridge/,http://github.com/adammfrank/Bridge/,1,0,0,0,0,0,0,0,1
adammw/hit3172/,http://github.com/adammw/hit3172/,4,0,0,1,3,0,0,0,0
AdamNathanielWhite/Student-Loan-Calculator/,http://github.com/AdamNathanielWhite/Student-Loan-Calculator/,1,0,0,0,0,0,0,1,0
adamnyberg/tddc69/,http://github.com/adamnyberg/tddc69/,5,5,0,0,0,0,0,0,0
adamrconnah/MajorProject/,http://github.com/adamrconnah/MajorProject/,4,0,0,0,0,0,0,4,0
adan-martinez/Can-Project-Engine-Systems/,http://github.com/adan-martinez/Can-Project-Engine-Systems/,1,0,0,0,0,1,0,0,0
adangsupriatna/retail-optic/,http://github.com/adangsupriatna/retail-optic/,3,1,0,0,0,0,0,2,0
adanselm/adanselm.github.io/,http://github.com/adanselm/adanselm.github.io/,1,0,0,0,0,0,0,1,0
AdaptivaInteligentTecnologies/consultorio/,http://github.com/AdaptivaInteligentTecnologies/consultorio/,2,0,2,0,0,0,0,0,0
adaptive-learning/flocs/,http://github.com/adaptive-learning/flocs/,3,0,0,3,0,0,0,0,0
adarshkumarsingh83/design_pattern/,http://github.com/adarshkumarsingh83/design_pattern/,3,0,0,0,0,0,0,3,0
adaussy/EMFCompareGitPGM/,http://github.com/adaussy/EMFCompareGitPGM/,30,30,0,0,0,0,0,0,0
addcn/ideas/,http://github.com/addcn/ideas/,3,0,0,0,0,0,0,3,0
addiscent/ip-addr-to-arin-cidr/,http://github.com/addiscent/ip-addr-to-arin-cidr/,1,0,0,0,0,0,0,0,1
addiscent/iplist-to-sql-table/,http://github.com/addiscent/iplist-to-sql-table/,1,0,0,0,0,0,0,0,1
addiscent/presentation-intro-to-devops-for-web-developers/,http://github.com/addiscent/presentation-intro-to-devops-for-web-developers/,1,0,0,0,1,0,0,0,0
addisonu/Other_Primer/,http://github.com/addisonu/Other_Primer/,4,0,0,0,4,0,0,0,0
addyahyah/SassyASM/,http://github.com/addyahyah/SassyASM/,3,0,0,0,3,0,0,0,0
adeboni/blackboard-cryptanalysis/,http://github.com/adeboni/blackboard-cryptanalysis/,2,0,0,0,2,0,0,0,0
adeepkit01/networks/,http://github.com/adeepkit01/networks/,1,0,0,0,1,0,0,0,0
adeepkit01/NS3-DHCP/,http://github.com/adeepkit01/NS3-DHCP/,1,0,0,0,1,0,0,0,0
AdelaideAuto-IDLab/windware/,http://github.com/AdelaideAuto-IDLab/windware/,1,0,0,0,1,0,0,0,0
adelliasaafitri/StrukturData-2015/,http://github.com/adelliasaafitri/StrukturData-2015/,1,0,0,0,1,0,0,0,0
ademirNeto/pocketplanner/,http://github.com/ademirNeto/pocketplanner/,4,0,0,0,4,0,0,0,0
Ademord/CentroDeSaludSantaIsabel/,http://github.com/Ademord/CentroDeSaludSantaIsabel/,1,1,0,0,0,0,0,0,0
ademseker01/soa12c/,http://github.com/ademseker01/soa12c/,1,0,0,0,0,0,0,1,0
adenix/RateMyHousing/,http://github.com/adenix/RateMyHousing/,3,0,0,0,0,0,0,3,0
adenot/netunne/,http://github.com/adenot/netunne/,1,0,0,0,1,0,0,0,0
AdeptApril/A2Project/,http://github.com/AdeptApril/A2Project/,1,0,0,0,0,0,0,1,0
ader1990/PA1410-assignment/,http://github.com/ader1990/PA1410-assignment/,2,0,0,0,2,0,0,0,0
AdeRizki96/StrukturData-2015/,http://github.com/AdeRizki96/StrukturData-2015/,1,0,0,0,1,0,0,0,0
AdesProj/Databse/,http://github.com/AdesProj/Databse/,1,0,0,0,0,0,0,1,0
adesuk/lavender/,http://github.com/adesuk/lavender/,1,1,0,0,0,0,0,0,0
adetaylor/android-frameworks-base-with-remote-control-service/,http://github.com/adetaylor/android-frameworks-base-with-remote-control-service/,2,0,0,0,0,0,0,0,2
AdFad666/frameworks-base/,http://github.com/AdFad666/frameworks-base/,2,0,0,0,0,0,0,0,2
adhirajC/RealTimeConcurrentSystemsProject/,http://github.com/adhirajC/RealTimeConcurrentSystemsProject/,3,0,0,0,0,0,0,3,0
adibalwani/Projects/,http://github.com/adibalwani/Projects/,3,0,0,0,0,0,0,3,0
adichad/lucene-new/,http://github.com/adichad/lucene-new/,1,1,0,0,0,0,0,0,0
adichad/lucene/,http://github.com/adichad/lucene/,1,1,0,0,0,0,0,0,0
adicirstei/blog-imgs/,http://github.com/adicirstei/blog-imgs/,1,0,0,0,1,0,0,0,0
adicunningham/CatWorkbookArchitecture/,http://github.com/adicunningham/CatWorkbookArchitecture/,1,1,0,0,0,0,0,0,0
ADiea/FruitsMania/,http://github.com/ADiea/FruitsMania/,1,0,0,0,1,0,0,0,0
adiGr/FinalProjectDrone/,http://github.com/adiGr/FinalProjectDrone/,2,0,0,0,2,0,0,0,0
adikele/LibraryProject/,http://github.com/adikele/LibraryProject/,1,1,0,0,0,0,0,0,0
adiknoth/ffado/,http://github.com/adiknoth/ffado/,1,0,1,0,0,0,0,0,0
adilinam/FYP-1-Final-Evaluation/,http://github.com/adilinam/FYP-1-Final-Evaluation/,6,6,0,0,0,0,0,0,0
adilob/PHP-Fluent-Query-Builder/,http://github.com/adilob/PHP-Fluent-Query-Builder/,1,1,0,0,0,0,0,0,0
adisandro/MMINT/,http://github.com/adisandro/MMINT/,52,51,0,0,1,0,0,0,0
aditcoding/friendRecommender_v1/,http://github.com/aditcoding/friendRecommender_v1/,1,0,0,0,1,0,0,0,0
AdithyaChandrashekar/Project/,http://github.com/AdithyaChandrashekar/Project/,2,0,0,0,0,0,0,2,0
aditya13121988/Harry/,http://github.com/aditya13121988/Harry/,1,0,0,0,1,0,0,0,0
adityaapte/CERR/,http://github.com/adityaapte/CERR/,3,0,0,0,0,0,0,0,3
adityafitrianto/StrukturDataJTE2015/,http://github.com/adityafitrianto/StrukturDataJTE2015/,1,0,0,0,1,0,0,0,0
AdityaHandadi/Demo_Projects_Java_Cpp/,http://github.com/AdityaHandadi/Demo_Projects_Java_Cpp/,2,0,0,0,2,0,0,0,0
adityahiran/Tank/,http://github.com/adityahiran/Tank/,1,0,0,0,1,0,0,0,0
adityahiran/ToDoHerokuApp/,http://github.com/adityahiran/ToDoHerokuApp/,1,0,0,0,1,0,0,0,0
adityakumarrajan/DesignPattern/,http://github.com/adityakumarrajan/DesignPattern/,4,4,0,0,0,0,0,0,0
adityasawhney/Mongo.Framework/,http://github.com/adityasawhney/Mongo.Framework/,21,21,0,0,0,0,0,0,0
adius/polyphone/,http://github.com/adius/polyphone/,1,0,0,0,1,0,0,0,0
adjeiessel/BorrowingApp/,http://github.com/adjeiessel/BorrowingApp/,1,0,0,0,1,0,0,0,0
adjeiessel/borrowingsys/,http://github.com/adjeiessel/borrowingsys/,1,0,0,0,1,0,0,0,0
Adjoa/game-of-life/,http://github.com/Adjoa/game-of-life/,1,0,0,0,0,0,0,0,1
adligo/i_log4log4j.adligo.org/,http://github.com/adligo/i_log4log4j.adligo.org/,1,1,0,0,0,0,0,0,0
adm3942soit/Master/,http://github.com/adm3942soit/Master/,2,2,0,0,0,0,0,0,0
admin-mmsofts/game-of-life-2/,http://github.com/admin-mmsofts/game-of-life-2/,1,0,0,0,0,0,0,0,1
admir200/bubu/,http://github.com/admir200/bubu/,1,1,0,0,0,0,0,0,0
AdmiralSam/FinalProject/,http://github.com/AdmiralSam/FinalProject/,7,7,0,0,0,0,0,0,0
AdmireTheDistance/aosp_android_frameworks_base/,http://github.com/AdmireTheDistance/aosp_android_frameworks_base/,1,0,0,0,0,0,0,0,1
adnammit/Tudu/,http://github.com/adnammit/Tudu/,2,0,0,0,2,0,0,0,0
adnanabh/jmeter-plugin/,http://github.com/adnanabh/jmeter-plugin/,1,0,0,0,0,0,0,0,1
Adnel/Catalogize/,http://github.com/Adnel/Catalogize/,1,1,0,0,0,0,0,0,0
adngdb/fightly-game-engine/,http://github.com/adngdb/fightly-game-engine/,4,0,0,0,4,0,0,0,0
adoggie/koala/,http://github.com/adoggie/koala/,1,0,0,0,1,0,0,0,0
adolfosbh/cs2as/,http://github.com/adolfosbh/cs2as/,1,0,0,0,1,0,0,0,0
adorilson/android-lint-checks/,http://github.com/adorilson/android-lint-checks/,1,0,0,0,1,0,0,0,0
Adowya/4Java-Project/,http://github.com/Adowya/4Java-Project/,1,0,0,0,0,1,0,0,0
adraghici/marble/,http://github.com/adraghici/marble/,2,1,1,0,0,0,0,0,0
adrian-bl-hox-jb/android_frameworks_base/,http://github.com/adrian-bl-hox-jb/android_frameworks_base/,2,0,0,0,0,0,0,0,2
adrian/blackjack/,http://github.com/adrian/blackjack/,1,0,0,0,1,0,0,0,0
adrianak/Parking/,http://github.com/adrianak/Parking/,1,0,0,0,0,0,0,1,0
adrianaliendo/parallelstrategy/,http://github.com/adrianaliendo/parallelstrategy/,3,0,2,0,1,0,0,0,0
adrianaliendo/pruebastrategy/,http://github.com/adrianaliendo/pruebastrategy/,2,0,1,0,1,0,0,0,0
adrianaliendo/readingnetwork/,http://github.com/adrianaliendo/readingnetwork/,1,0,1,0,0,0,0,0,0
adrianandrzejewski/gomoku/,http://github.com/adrianandrzejewski/gomoku/,3,0,0,0,3,0,0,0,0
AdrianApostolov/TelerikAcademy/,http://github.com/AdrianApostolov/TelerikAcademy/,7,0,0,3,4,0,0,0,0
AdrianaSantalla/JavaIamCoreProject/,http://github.com/AdrianaSantalla/JavaIamCoreProject/,1,0,0,0,0,0,0,1,0
adrianbarbani/QueComemos/,http://github.com/adrianbarbani/QueComemos/,1,0,0,0,1,0,0,0,0
adrianbarbani/QueComemosAngular/,http://github.com/adrianbarbani/QueComemosAngular/,1,0,0,0,1,0,0,0,0
adriancmiranda/flash-compiler/,http://github.com/adriancmiranda/flash-compiler/,1,0,0,0,0,0,0,0,1
AdrianFarmadin/modcluster-invmhttp-example/,http://github.com/AdrianFarmadin/modcluster-invmhttp-example/,2,0,0,0,2,0,0,0,0
adriangeles/pacman/,http://github.com/adriangeles/pacman/,2,0,0,0,0,0,0,2,0
AdrianGherle/BlackJack-attempt_UML-diagram/,http://github.com/AdrianGherle/BlackJack-attempt_UML-diagram/,1,0,0,0,0,0,0,0,1
AdrianInsua/trabajos_clase/,http://github.com/AdrianInsua/trabajos_clase/,8,0,0,0,0,8,0,0,0
AdrianMarinica/Timr/,http://github.com/AdrianMarinica/Timr/,1,0,0,0,1,0,0,0,0
AdrianoBortoloto/POJOParser/,http://github.com/AdrianoBortoloto/POJOParser/,1,0,0,0,0,0,0,1,0
adrianortiz/02-Datos-Personales/,http://github.com/adrianortiz/02-Datos-Personales/,1,0,0,0,1,0,0,0,0
adrianortiz/03-Operaciones-Basicas/,http://github.com/adrianortiz/03-Operaciones-Basicas/,1,0,0,0,1,0,0,0,0
adrianortiz/04-Operaciones-Basicas-2/,http://github.com/adrianortiz/04-Operaciones-Basicas-2/,1,0,0,0,1,0,0,0,0
adrianortiz/07-AreasVentana/,http://github.com/adrianortiz/07-AreasVentana/,1,0,0,0,1,0,0,0,0
adrianosbarreto/Aviao1/,http://github.com/adrianosbarreto/Aviao1/,1,0,0,0,1,0,0,0,0
adrianosbarreto/Netflix/,http://github.com/adrianosbarreto/Netflix/,1,0,0,0,1,0,0,0,0
adrianosbarreto/Netflix2/,http://github.com/adrianosbarreto/Netflix2/,1,0,0,0,1,0,0,0,0
adrianosbarreto/Robocop/,http://github.com/adrianosbarreto/Robocop/,1,0,0,0,1,0,0,0,0
adrianudc/vvs-practica3/,http://github.com/adrianudc/vvs-practica3/,1,0,0,0,0,0,0,1,0
adrien59cadri/git_presentation/,http://github.com/adrien59cadri/git_presentation/,1,0,0,0,0,0,0,0,1
adrienCadoret/pokerGame/,http://github.com/adrienCadoret/pokerGame/,3,1,0,1,1,0,0,0,0
adrienrouquet/cpe-projet/,http://github.com/adrienrouquet/cpe-projet/,1,0,1,0,0,0,0,0,0
adrierama/MPPL-D-E08-Elmart/,http://github.com/adrierama/MPPL-D-E08-Elmart/,1,1,0,0,0,0,0,0,0
adrigames/dsAssignment3/,http://github.com/adrigames/dsAssignment3/,1,0,0,0,1,0,0,0,0
adril/minesweeper-3000/,http://github.com/adril/minesweeper-3000/,1,0,0,0,1,0,0,0,0
AdriVanHoudt/School/,http://github.com/AdriVanHoudt/School/,1,0,0,0,1,0,0,0,0
adronfan/adronfan.github.io/,http://github.com/adronfan/adronfan.github.io/,2,0,0,2,0,0,0,0,0
ADS2013/Web-Delivery/,http://github.com/ADS2013/Web-Delivery/,1,0,0,0,1,0,0,0,0
adtbo/EHSurabaya/,http://github.com/adtbo/EHSurabaya/,2,2,0,0,0,0,0,0,0
Advanse/dmasp_mobre/,http://github.com/Advanse/dmasp_mobre/,1,0,1,0,0,0,0,0,0
advocd/BachelorThesis1/,http://github.com/advocd/BachelorThesis1/,22,0,0,0,22,0,0,0,0
advx9600/csipsimple-git/,http://github.com/advx9600/csipsimple-git/,1,0,0,0,1,0,0,0,0
advx9600/pjsip-android/,http://github.com/advx9600/pjsip-android/,1,0,0,0,1,0,0,0,0
advx9600/system-4.4-4412/,http://github.com/advx9600/system-4.4-4412/,1,0,0,0,0,0,0,0,1
Adwelean/ppe_formation/,http://github.com/Adwelean/ppe_formation/,2,0,0,0,2,0,0,0,0
adwisatya/keeptaman/,http://github.com/adwisatya/keeptaman/,1,0,0,0,1,0,0,0,0
adybkows/sip-ptt/,http://github.com/adybkows/sip-ptt/,1,0,0,0,1,0,0,0,0
aedansilver/wowlikearcemuold/,http://github.com/aedansilver/wowlikearcemuold/,2,2,0,0,0,0,0,0,0
aedificium/aedificium/,http://github.com/aedificium/aedificium/,1,0,0,0,1,0,0,0,0
aegif/NemakiWare/,http://github.com/aegif/NemakiWare/,1,0,0,0,1,0,0,0,0
aegoroff/logviewer/,http://github.com/aegoroff/logviewer/,1,1,0,0,0,0,0,0,0
Aelkeris/Seminar/,http://github.com/Aelkeris/Seminar/,3,3,0,0,0,0,0,0,0
aemadhavan/Payslip/,http://github.com/aemadhavan/Payslip/,1,0,0,0,1,0,0,0,0
aerobau/Matrix-Calculator/,http://github.com/aerobau/Matrix-Calculator/,4,0,0,0,4,0,0,0,0
aert/aert-climagraph/,http://github.com/aert/aert-climagraph/,3,3,0,0,0,0,0,0,0
aeste/gcc/,http://github.com/aeste/gcc/,5,0,0,0,5,0,0,0,0
AeternaEst/4-Semesters-Design-Opgave/,http://github.com/AeternaEst/4-Semesters-Design-Opgave/,5,0,0,0,0,0,0,5,0
aethius/VirtualBioLab/,http://github.com/aethius/VirtualBioLab/,10,0,0,0,2,0,0,8,0
aewallace/School-Archive/,http://github.com/aewallace/School-Archive/,22,0,0,0,22,0,0,0,0
afamorim/JVSeguranca/,http://github.com/afamorim/JVSeguranca/,1,0,0,0,0,0,0,1,0
afarahi/QFT/,http://github.com/afarahi/QFT/,2,0,1,0,1,0,0,0,0
afarber/alexander-farber/,http://github.com/afarber/alexander-farber/,2,0,0,0,0,0,0,0,2
afcarv/Xheep2011-2012/,http://github.com/afcarv/Xheep2011-2012/,1,1,0,0,0,0,0,0,0
afck3200/Pc2Pc-Remote-Control/,http://github.com/afck3200/Pc2Pc-Remote-Control/,1,0,0,0,1,0,0,0,0
afconsult-south/dragonfly-fcb/,http://github.com/afconsult-south/dragonfly-fcb/,1,0,0,0,1,0,0,0,0
afei1982/mooon/,http://github.com/afei1982/mooon/,4,4,0,0,0,0,0,0,0
afelipelc/EjemploPersonaGrupo/,http://github.com/afelipelc/EjemploPersonaGrupo/,1,0,0,0,0,1,0,0,0
afelipelc/POO-Implementacion/,http://github.com/afelipelc/POO-Implementacion/,1,0,0,0,0,0,0,1,0
afergadis/aat/,http://github.com/afergadis/aat/,1,1,0,0,0,0,0,0,0
aferral/PacmanTest/,http://github.com/aferral/PacmanTest/,1,0,0,0,0,0,0,0,1
Afforix/file-tree-analyzer/,http://github.com/Afforix/file-tree-analyzer/,1,1,0,0,0,0,0,0,0
afinezilber/SoftwareMeth-PhotoAlbumGUI/,http://github.com/afinezilber/SoftwareMeth-PhotoAlbumGUI/,1,0,0,0,0,0,0,1,0
AFlight02/FINALPROJECT/,http://github.com/AFlight02/FINALPROJECT/,3,0,0,0,3,0,0,0,0
AFlight02/SoftwareEng2013_Group9/,http://github.com/AFlight02/SoftwareEng2013_Group9/,9,0,0,0,9,0,0,0,0
Afoucaul/JPDB/,http://github.com/Afoucaul/JPDB/,1,0,0,1,0,0,0,0,0
afpa-stbrieuc/timeshare-silex/,http://github.com/afpa-stbrieuc/timeshare-silex/,1,0,1,0,0,0,0,0,0
africa93/Klondike/,http://github.com/africa93/Klondike/,1,0,0,0,0,0,0,1,0
afro-gum/frameworks-base/,http://github.com/afro-gum/frameworks-base/,1,0,0,0,0,0,0,0,1
afronski/playground-notes/,http://github.com/afronski/playground-notes/,1,0,0,0,1,0,0,0,0
afvalencia/frameworkTests/,http://github.com/afvalencia/frameworkTests/,1,0,0,0,0,0,0,1,0
ag14774/ag14774.github.io/,http://github.com/ag14774/ag14774.github.io/,1,0,0,0,0,0,0,0,1
ag4work/FirstRepository/,http://github.com/ag4work/FirstRepository/,1,0,0,0,1,0,0,0,0
aga-ga-ga/Bank_accounts/,http://github.com/aga-ga-ga/Bank_accounts/,3,0,0,0,0,0,0,3,0
agalin920/TowerDefense-PrisonBreak/,http://github.com/agalin920/TowerDefense-PrisonBreak/,1,0,0,0,0,0,0,1,0
AGaliuzov/Mirror/,http://github.com/AGaliuzov/Mirror/,1,0,0,0,1,0,0,0,0
AGaliuzov/MyRepo/,http://github.com/AGaliuzov/MyRepo/,1,0,0,0,1,0,0,0,0
agamble/agamble.github.io/,http://github.com/agamble/agamble.github.io/,1,0,0,0,1,0,0,0,0
agelenler/myblog/,http://github.com/agelenler/myblog/,7,0,0,0,0,0,0,7,0
agenovese/coffee-cats/,http://github.com/agenovese/coffee-cats/,1,1,0,0,0,0,0,0,0
AgentsOfROSE/Skye/,http://github.com/AgentsOfROSE/Skye/,20,0,0,0,18,0,0,2,0
ageser/ToDoList/,http://github.com/ageser/ToDoList/,1,0,0,0,1,0,0,0,0
aggarwalsomya/Hangman_UI_Game/,http://github.com/aggarwalsomya/Hangman_UI_Game/,7,0,0,0,0,0,0,7,0
aggarwalsomya/UMLParser/,http://github.com/aggarwalsomya/UMLParser/,7,0,0,0,7,0,0,0,0
aghaniyassin/Sharptacus/,http://github.com/aghaniyassin/Sharptacus/,1,0,0,0,1,0,0,0,0
agilaz/BrainfuckInterpreter/,http://github.com/agilaz/BrainfuckInterpreter/,1,0,0,0,1,0,0,0,0
AgileBanking/Accounts/,http://github.com/AgileBanking/Accounts/,1,0,0,0,1,0,0,0,0
AgileBanking/Commons/,http://github.com/AgileBanking/Commons/,1,0,0,0,1,0,0,0,0
AgileBanking/CoreCommands/,http://github.com/AgileBanking/CoreCommands/,2,0,0,0,2,0,0,0,0
AgileBanking/CoreQueries/,http://github.com/AgileBanking/CoreQueries/,3,0,0,0,3,0,0,0,0
AgileBanking/Parties/,http://github.com/AgileBanking/Parties/,3,0,0,0,3,0,0,0,0
AgileBanking/Products/,http://github.com/AgileBanking/Products/,2,0,0,0,2,0,0,0,0
agilebirds/openflexo/,http://github.com/agilebirds/openflexo/,1,0,1,0,0,0,0,0,0
AgileVentures/MetPlus_tracker/,http://github.com/AgileVentures/MetPlus_tracker/,1,0,0,0,1,0,0,0,0
aglt93/proyectoElectrico/,http://github.com/aglt93/proyectoElectrico/,2,0,0,0,2,0,0,0,0
Agmagor/agenda/,http://github.com/Agmagor/agenda/,1,1,0,0,0,0,0,0,0
agmguerra/rep-snic-sncsup/,http://github.com/agmguerra/rep-snic-sncsup/,1,0,1,0,0,0,0,0,0
ago30425/lte-sim-r5/,http://github.com/ago30425/lte-sim-r5/,1,0,0,0,1,0,0,0,0
agomezcastro/MiApp/,http://github.com/agomezcastro/MiApp/,1,0,0,0,1,0,0,0,0
agoryu/CAR/,http://github.com/agoryu/CAR/,1,1,0,0,0,0,0,0,0
AGProjects/python-sipsimple/,http://github.com/AGProjects/python-sipsimple/,1,0,0,0,1,0,0,0,0
agrajjain/THESIS/,http://github.com/agrajjain/THESIS/,2,0,0,0,2,0,0,0,0
agrista/odoo-saas/,http://github.com/agrista/odoo-saas/,1,0,0,0,1,0,0,0,0
agromoon/MyExamples/,http://github.com/agromoon/MyExamples/,1,1,0,0,0,0,0,0,0
agrynco/agrynco-data-criteriaroutine/,http://github.com/agrynco/agrynco-data-criteriaroutine/,11,11,0,0,0,0,0,0,0
agrynco/db-updates-applier/,http://github.com/agrynco/db-updates-applier/,10,10,0,0,0,0,0,0,0
agthxr/omada13/,http://github.com/agthxr/omada13/,1,0,0,0,0,0,0,1,0
aguadev/aguadev/,http://github.com/aguadev/aguadev/,3,0,0,0,3,0,0,0,0
Agullo/LABS2015.1/,http://github.com/Agullo/LABS2015.1/,1,0,0,0,0,0,0,1,0
agupta13/mPaaS/,http://github.com/agupta13/mPaaS/,1,0,0,0,0,0,0,0,1
Agurato/Graine_DNA/,http://github.com/Agurato/Graine_DNA/,2,0,0,1,1,0,0,0,0
aguschin/Guschin2014DocumentRetrieval/,http://github.com/aguschin/Guschin2014DocumentRetrieval/,3,0,0,0,0,0,0,0,3
