Project,UML_Diagrams_previous,Commit SHA,Status,Notes
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/MyCompany.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/Root.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/System.Collections.Generic.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/System.Collections.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,ProjectTemplate/MyCompany.MyProject.Models/ModelDefinition/System.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Authentication.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Entities.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.SortParameter.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/Cqrs.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Authentication.Entities.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Authentication.Repositories.Queries.Strategies.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Authentication.Repositories.Queries.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Authentication.Repositories.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Authentication.Services.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Authentication.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.Commands.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.Entities.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.Events.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.Repositories.Queries.Strategies.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.Repositories.Queries.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.Repositories.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.Services.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Inventory.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/MyCompany.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/Root.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/System.Collections.Generic.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/System.Collections.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Sample/MyCompany.MyProject.Models/ModelDefinition/System.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Authentication.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Entities.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.SortParameter.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/Cqrs.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/MyCompany.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/Root.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/System.Collections.Generic.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/System.Collections.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 1/MyCompany.MyProject.Models/ModelDefinition/System.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Authentication.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Entities.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.SortParameter.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/Cqrs.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/MyCompany.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/Root.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/System.Collections.Generic.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/System.Collections.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 2/MyCompany.MyProject.Models/ModelDefinition/System.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Authentication.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Entities.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.SortParameter.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.Queries.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/Cqrs.Repositories.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/Cqrs.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.Commands.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.Entities.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.Events.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.Repositories.Queries.Strategies.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.Repositories.Queries.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.Repositories.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.Services.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.Terminals.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.Domain.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.MyProject.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/MyCompany.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/Root.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/System.Collections.Generic.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/System.Collections.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
Chinchilla-Software-Com/CQRS/,Step 3x/MyCompany.MyProject.Models/ModelDefinition/System.uml,ac7419ce81389adaf833ff09dc56e9309be7e5fe,FALSE,OOS
ChrisCummins/pip-db/,Documentation/plan/assets/uml_template.png,c2fe5c48a635005cd0b72c2134761a8670f99f37,TRUE,
chuxi/chuxi.github.io/,assets/2015-04-20-files/spark.xmi,1183b8debcbfc9428ea5b858f277b3add837b53d,FALSE,OOS
cjferba/Poker/,Diagramadeclase.png,6c180b573048217e8c95ef50ec91fbdf060982ee,TRUE,
cjw-network/cjw_newsletter/,doc/uml/class_diagram.svg,de3a43ea027f546a3b3c1ea12fef86571ff4bae3,TRUE,
clbustos/PHP_Beautifier/,uml/PHP_Beautifier.xmi,7505f713d7c503cc712c92af2267352598714d4c,FALSE,OOS
SafirSDK/safir-sdk-core/,docs/users_guide/images/dispatching_sequence_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,FALSE,not class diagram
SafirSDK/safir-sdk-core/,docs/users_guide/images/entities_sequence_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,FALSE,not class diagram
SafirSDK/safir-sdk-core/,docs/users_guide/images/injection_sequence_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,FALSE,not class diagram
SafirSDK/safir-sdk-core/,docs/users_guide/images/persistence_sequence_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,FALSE,not class diagram
SafirSDK/safir-sdk-core/,docs/users_guide/images/redundancy_sequence_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,FALSE,not class diagram
SafirSDK/safir-sdk-core/,docs/users_guide/images/services_sequence_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,FALSE,not class diagram
SafirSDK/safir-sdk-core/,docs/users_guide/images/vehicleapp_class_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,TRUE,
SafirSDK/safir-sdk-core/,docs/users_guide/images/vehicledb_class_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,TRUE,
SafirSDK/safir-sdk-core/,docs/users_guide/images/vehiclemmi_class_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,TRUE,
SafirSDK/safir-sdk-core/,docs/users_guide/images/messages_sequence_diagram.png,c3a6f0d07ab6e8060d1b096bb87cc13daaa92625,FALSE,not class diagram
sbhatore/SSAD46/,diagrams/Component_diagram1.png,5f7a243633f74aca1851d0af3d6477f3b971acfd,FALSE,not class diagram
sbhatore/SSAD46/,diagrams/SRS-UML1.png,5f7a243633f74aca1851d0af3d6477f3b971acfd,FALSE,not class diagram
sbhatore/SSAD46/,diagrams/Updated_UML.jpg,5f7a243633f74aca1851d0af3d6477f3b971acfd,FALSE,not class diagram
SBR2015/ootalk/,misc/UML/teacher/UML.png,1defea6bb3f2c89792f9bd61308633842d1505ca,TRUE,
scikit-beam/scikit-beam/,doc/img/arch/NSLS2Widget Object Diagram 5-23-14.jpg,32c20acb15d613b5b5c894311694712507731eb0,TRUE,
scipy-conference/scipy_proceedings_2015/,papers/jacqueline_kazil/mesa_diagram.png,b00f25d04823a7fdc74d99392f6b1cc932f7bfc5,FALSE,not class diagram
sculptor/sculptor.github.io/,images/2010-03-20-improved-graphviz-visualization/umlgraph.dot.png,632071a44bc6f2c39046cbaaa8c04c0709617cc2,TRUE,
sculptor/sculptor.github.io/,images/2010-04-27-mongodb-with-sculptor---introduction/blog_umlgraph.png,632071a44bc6f2c39046cbaaa8c04c0709617cc2,TRUE,
sculptor/sculptor.github.io/,images/2010-06-10-improving-developer-productivity-with-sculptor/umlgraph.png,632071a44bc6f2c39046cbaaa8c04c0709617cc2,TRUE,
sculptor/sculptor.github.io/,images/documentation/event-driven-tutorial/umlgraph-simple_eventsourcing.png,632071a44bc6f2c39046cbaaa8c04c0709617cc2,TRUE,
sculptor/sculptor.github.io/,images/documentation/hello-world-tutorial/helloworld-design-classes.png,632071a44bc6f2c39046cbaaa8c04c0709617cc2,TRUE,
sculptor/sculptor.github.io/,images/documentation/hello-world-tutorial/helloworld-design-sequence.png,632071a44bc6f2c39046cbaaa8c04c0709617cc2,FALSE,not class diagram
sebastianrahtz/oxgarage/,ege-api/src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebastianrahtz/oxgarage/,ege-framework/src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebastianrahtz/oxgarage/,ege-validator/src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebastianrahtz/oxgarage/,ege-webclient/src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebastianrahtz/oxgarage/,ege-webservice/src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebastianrahtz/oxgarage/,ege-xsl-converter/src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebastianrahtz/oxgarage/,src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebastianrahtz/oxgarage/,tei-converter/src/site/resources/images/uml.gif,6267b8bb4a2bc2d539e07eadcce777cea11ef247,TRUE,
sebnil/Sketchy-Truck/,andengine/uml/andengine_classdiagram.png,3b3f42cd660ba2570446771b3f927a3beeaae52c,TRUE,
seeburger-ag/jbossts/,ArjunaJTS/docs/development_guide/en-US/images/sequence-diagram.png,31c6f5d03a67c6b13bfe2694396c146e49f954bc,FALSE,not class diagram
seeburger-ag/jbossts/,docs/failure_recovery_guide/en-US/images/fig1-crashrecoveryarchitecture.gif,31c6f5d03a67c6b13bfe2694396c146e49f954bc,FALSE,not class diagram
shamanDevel/ProceduralTerrain/,src/net/sourceforge/arbaro/doc-files/UMLShemas.xmi,e3592e3cb0c52a4a45b02eb6a9194c2dd4ed2e9f,FALSE,OOS
shigeya/omnetpp/,ide/plugins/org.omnetpp.doc_4.3.0.130403-bf01aae/content/userguide/pictures/NEDDOC-UsageDiagram.png,d6c472b7f8935a99550809afa1d75b44999d6924,TRUE,
SINTEF-9012/ThingML/,compilers/docs/design.jpg,d12b3c6b44ff077865f54e9db0c105e6e43b46ae,TRUE,
SixK/CC1101-X2D-Heaters/,www/PHPExcel-1.8/Documentation/assets/ClassDiagrams/Architecture.png,d7161d692eee7bf4c6d81291eacbc65f1586d491,TRUE,
skython/eXe/,doc/exe_class.xmi,f566eecda72e8587fa6205223a12924eeabbbfbd,FALSE,OOS
SleeplessByte/programming-life/,docs/deliverables/ead/SequenceDiagramLife.png,30639aef54281e933b547252007a4fbf79b52fdc,FALSE,not class diagram
slowli/software-engineering-lectures/,03/state-diagram.png,a147664fe0870bbd5ccd57235662a76c9c08a87b,FALSE,not class diagram
snowplow/snowplow.github.com/,assets/img/architecture.png,2c9bc0cc753d0dff9576ee9d12f075ccbbc8ef11,FALSE,not class diagram
SonarSource/sonar-java/,its/plugin/projects/struts-1.3.9-lite/taglib/src/main/java/org/apache/struts/taglib/nested/doc-files/nestedUML.gif,10302ab01003933abf482ca9b77c9a9cecbdbb60,TRUE,
SonarSource/sonar-java/,its/plugin/projects/struts-1.3.9-lite/tiles/src/main/java/org/apache/struts/tiles/taglib/doc-files/tilesUML.gif,10302ab01003933abf482ca9b77c9a9cecbdbb60,TRUE,
sones/sones/,Documentation/media/documentation/database/edges/classdiagram_edges.png,773b7a7dbbad6032e18a28e011111a1fc2d37447,TRUE,
sones/sones/,Documentation/media/documentation/database/edges/classdiagram_edges_.png,773b7a7dbbad6032e18a28e011111a1fc2d37447,TRUE,
sones/sones/,Documentation/media/documentation/database/edges/classdiagram_edges_trans.png,773b7a7dbbad6032e18a28e011111a1fc2d37447,TRUE,
spcs/synaps/,doc/source/images/synaps.uml,d72618ec7a7920ffdd490e53b82a6f4b9201e1df,FALSE,OOS
spring-projects/spring-net/,doc/reference/src/images/Migration_App_UML_Diagram.png,8aeb95320a96bb2759a5d756632f23ebb775abc8,TRUE,
spring-projects/spring-net/,doc/reference/src/images/aop-uml.gif,8aeb95320a96bb2759a5d756632f23ebb775abc8,TRUE,
sprossiter/JSIT/,src/main/resources/docs/diagrams/eventsArchitecture.png,c9f62cfda50454e6123446e8933d67c23808d00f,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/Design-FatVsDispatch.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/InheritanceDiagram-from-Object.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/InheritanceDiagram-lookup-superclass.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/InheritanceDiagram-lookup-withBlank.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/InheritanceDiagram-lookup.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/InheritanceDiagram-lookupTwoStages.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/InheritanceDiagram-sendingMessage.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/MetaclassDiagram.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/Design-FatVsDispatchWithPackages.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
SquareBracketAssociates/PharoMooc/,Slides/figures/InheritanceDiagram.png,cf967c8a328ee919c3bba90911a2406eedb42c54,TRUE,
sriram-mahavadi/extlp/,doc/images/btree_uml.png,164176acd5eb0cb233994657dbee921442377ac8,TRUE,
sriram-mahavadi/extlp/,doc/images/btree_uml_small.png,164176acd5eb0cb233994657dbee921442377ac8,TRUE,
sriram-mahavadi/extlp/,doc/images/btree_uml.xmi,164176acd5eb0cb233994657dbee921442377ac8,FALSE,OOS
statismo/statismo/,doc/IJ/pictures/class_diagram.png,7ffc10d66e9d8586532b41c34e307da13c21e014,TRUE,
statismo/statismo/,doc/IJ/pictures/class_diagram.svg,7ffc10d66e9d8586532b41c34e307da13c21e014,TRUE,
statismo/statismo/,doc/classdoc/class_diagram.png,7ffc10d66e9d8586532b41c34e307da13c21e014,TRUE,
statismo/statismo/,doc/Design.xmi,7ffc10d66e9d8586532b41c34e307da13c21e014,FALSE,OOS
Stealth80/NickHollis/,MobileFriendlyWebApp/public/img/class-diagram.png,86bb9a6db465dc8c70597d134b53c385da669f27,TRUE,
stefan-ka/stefan-ka.github.io/,media/012016-autopilot-object_diagram.png,27961e01eaf270f0b5f7c160d64023aed4b73a69,TRUE,
streambuf/recognition_numbers/,screenshots/UML3.png,00c90e24dcc8809c3cdb3a5b6943a2ee71cb8b3a,TRUE,
stritti/log4js/,log4js-site/xdocs/resources/images/Log4JS-UML.jpg,7e876c43d7a077f6bbb341ed4f6a8af76584e415,TRUE,
sungsoo/sungsoo.github.com/,images/email-sequence-diagram.svg,9aaeebbc9b315582c8ff42a948c3d0f89135996c,FALSE,not class diagram
sunnypatel/Classwork/,Junior Yr/Spring_2012/cs350-SoftwareDesign/survey/UML_HW2.png,851c4de71177274140086c6659e6a26b9a5353bf,TRUE,
