repo,stargazers_count
dresden-ocl/dresdenocl,19.0
ppasler/current-adas,19.0
patrickarlt/dev-summit-talk-angular-js,19.0
Microsoft/Tocino,19.0
sonyxperiadev/WebSDK,19.0
MOSAIC-UA/802.11ah-ns3,19.0
saltlab/clematis,19.0
stetro/masterthesis,19.0
dita-ot/ext-plugins,19.0
SquareBracketAssociates/PharoMooc,19.0
saga-project/BigJob,19.0
jcabot/ocl-repository,19.0
amarh/openPLM,19.0
holbrook/holbrook.github.io,19.0
rainjs/rainjs,19.0
Vhaos/Kinect-BodyScanner,19.0
lakhdar/PolyGlotPersistence,18.0
hank/life,18.0
TYPO3-Documentation/TYPO3CMS-Reference-CoreApi,18.0
picamator/SteganographyKit,18.0
bergsteiger/mindstream,18.0
Madingley/C-sharp-version-of-Madingley,18.0
vipasu/BIM-IFC,18.0
sslab-gatech/juxta,18.0
m-o-s-t-a-f-a/dana,18.0
nosliwneb/robocut,18.0
Epipolarna/Tracking,18.0
karajensen/code-notes,18.0
crocodilertc/crocodile-rtc,18.0
itbud/DDD-NLayer-Sample,18.0
reflectoring/infiniboard,18.0
kangic/eznetpp,18.0
pol51/PJSIP-CMake,18.0
SINTEF-SIT/project_gravity,18.0
RufaelDev/pcc-mp3dg,18.0
odoo-brazil/odoo-brazil-docs,18.0
BlackToppStudios/Mezzanine,18.0
integry/livecart,18.0
shihyu/MyTool,18.0
spuder/All-Spark-Cube,18.0
hsean/Capstone-44-Object-Segmentation,18.0
robotology/codyco-modules,18.0
georgevetticaden/hdp,18.0
adriancmiranda/flash-compiler,18.0
silverlab/megavista,18.0
guylabs/angular-spring-data-rest-sample,18.0
coolya/mbeddr.arduino,18.0
moravianlibrary/imagesearch.mzk.cz,18.0
RMLio/RML-Processor,17.0
aaps/stardog,17.0
kvetak/ANSA,17.0
cbsrbiobank/biobank,17.0
vaadin/book-of-vaadin,17.0
mkheirkhah/ns-3.23,17.0
tiku01/oryx-editor,17.0
maizi0122/Ripened,17.0
mohamedamjad/IMUViewer,17.0
onybo/Asp.Net-Identity-sample-app,17.0
buddycloud/buddycloud-angular-app,17.0
libretees/libreshop,17.0
EKT/Biblio-Transformation-Engine,17.0
bennadel/Crypto.cfc,17.0
thomsmits/markdown-tools,17.0
klando/pgpiwik,17.0
georgemathewk/Financia,17.0
ravn/cajo,17.0
spcs/synaps,17.0
sountex/COPTD,17.0
Orange-OpenSource/fiware-cepheus,17.0
iocroblab/kautham,17.0
dhumphreys/cfrel,17.0
ingadhoc/odoo-public-administration,17.0
wanderlan/llvm-pascal,17.0
ronin-ruby/ronin-ruby.github.io,17.0
OpenEdition/bilbo,17.0
Code4SA/mma-dexter,17.0
feryardiant/tokonlen,16.0
smallnest/smallnest.github.io,16.0
rigidus/rigidus.ru,16.0
btpka3/btpka3.github.com,16.0
jitendra291/PHP-Online-Shop,16.0
davidmoten/xuml-tools,16.0
Instrument/map-dive,16.0
werdan/sensu-graphite-alerts,16.0
Ortus-Solutions/cfcouchbase-sdk,16.0
pudo/ted,16.0
smart-conn/alljoyn-zh,16.0
ucswift/Scutex,16.0
CMAPI/cmapi,16.0
vijayakumarsuraj/UIAutomation,16.0
kylinsoong/wildfly-samples,16.0
snowplow/snowplow.github.com,16.0
kraj/poky,16.0
ejsmont-artur/phpProxyBuilder,16.0
ScribesZone/ScribesTools,16.0
phpDocumentor/Scrybe,16.0
artifacthealth/typedoc-plantuml,16.0
lesfurets/mdl4ui,16.0
endymuhardin/materi-kuliah-java-fundamental-2011,16.0
jgralab/jgralab,16.0
xueliu/nRF52,16.0
SysMLModelicaIntegration/edu.ufc.femtost.disc.sysml2modelica,16.0
DevBoost/JaMoPP,16.0
cjw-network/cjw_newsletter,16.0
wf4ever/ro-manager,16.0
VirtualFlyBrain/VFB,16.0
apache/incubator-taverna-engine,16.0
DXI-Ltd/PjSIP,16.0
adisandro/MMINT,16.0
huangfuyang/Sign-Language-with-Kinect,16.0
Salaboy/smart-tasks,16.0
VirPong/human-pong,16.0
redhat-cip/numeter,15.0
omg-threat-modeling/phase1,15.0
windley/CS462-Event-Edition,15.0
horverno/rosbridge-csharp-connection,15.0
odoo-venezuela/odoo-venezuela,15.0
w3ctag/client-certificates,15.0
JustDevZero/pdfedit5,15.0
chrissicool/l4openbsd,15.0
daishisystems/Daishi.Armor,15.0
BrOrlandi/SFECommerce,15.0
openhome/ohSongcast,15.0
stcarrez/dynamo,15.0
losalamos/scout,15.0
UKirsche/UIHtmCal,15.0
BlissRoms/platform_frameworks_base,15.0
ljvblfz/MicrosoftNLayerApp,15.0
Vauxoo/odoo-venezuela,15.0
hjc1710/JagTrack,15.0
SleeplessByte/programming-life,15.0
quanhua92/AudioVideoRecorder,15.0
pukkaone/tcom,15.0
Journeyer/tmplguide,15.0
bireme/opentrials,15.0
DotNETTips/Exports,15.0
futurechimp/adhd,15.0
cgjones/android-frameworks-base,15.0
RickStrahl/Westwind.QueueMessageManager,15.0
previousnext/kube-ingress,15.0
m-o-p/labsystem,15.0
abhagupta/codepath-uber-clone,15.0
watzenare/PushApi,15.0
bahmutov/digest-cycle-in-web-worker,15.0
romanlytkin/gitbook-plantuml,15.0
KDE/kdewin-installer,15.0
giulianobertoti/DesignPatternsJava,15.0
kevin-shanghai/23Design_Patterns_CPP_Codeblocks,15.0
KDE/cirkuit,15.0
droolsjbpm/droolsjbpm-contributed-experiments,15.0
FH-Complete/FHC-Core,15.0
tonyrog/canopen,15.0
garbear/hachoir,15.0
seam/remoting,15.0
KDE/solid,15.0
kuali/rice,15.0
gerritjvv/glue,14.0
aplgithub/haikudepotserver,14.0
AzariasB/QTypingTest,14.0
ivaniacono/ebuggy,14.0
r4j4h/php-druid-query,14.0
pienkowb/omelette,14.0
ozanoner/arduino,14.0
monaca/monaca-lib,14.0
imasahiro/gccjs,14.0
RetroShare/AndroidClient,14.0
BioInterchange/BioInterchange,14.0
bibekdahal/8085-simulator,14.0
roisagiv/webrtc-ios,14.0
TheOpenCloudEngine/uengine-bpm,14.0
shamanDevel/ProceduralTerrain,14.0
OSLL/geo2tag,14.0
MiguelNieva/presentacion-mejorandogit,14.0
atlanmod/emfviews,14.0
sirca/clusterous,14.0
jzarnett/ece155,14.0
ipa320/setup,14.0
mets/wiki,14.0
CTU-IIG/orte,14.0
vulfgang/coursework-kitten,14.0
GroupRally/OpenMES,14.0
jihongwei003/SSH,14.0
mantidproject/documents,14.0
JohannesBuchner/Jake,14.0
payeezy/get_started_with_payeezy,14.0
elventear/psutil,14.0
UCLGuichard/SocialForceModel,14.0
Tateology/java-corpus,14.0
opendatacz/public-contracts-ontology,14.0
ermin-sakic/tum-map-matching,14.0
bogdanvuk/bdp,14.0
TWOEARS/documentation,14.0
oneops/oneops.github.io,14.0
gifford-lab/deepbind-docker,14.0
lofidewanto/bitemporal-examples,14.0
niparasc/papanikolis-submarine,14.0
stateforge/StateBuilderDotNet,14.0
cozybit/aosp-frameworks-base,14.0
kgilden/pager,14.0
OpenFCST/OpenFCST_v0.2,14.0
spiralout/Tracks,13.0
dalbelap/flipper-reverse-image-search,13.0
shentok/marble,13.0
johannnovak/wifi_positioning_sytem,13.0
bxs3514/AndroidFelix,13.0
ModTheGalaxy/mtgserver,13.0
pissang/slides,13.0
ctmil/xmi2odoo,13.0
ColdBox/coldbox-docs,13.0
KROKIteam/KROKI-mockup-tool,13.0
jboss/ticket-monster-tutorial,13.0
gemxd/gemfirexd-oss,13.0
sunnypatel/Classwork,13.0
HalidCisse/HLib,13.0
SOM-Research/EMFtoCSP,13.0
IBM-Bluemix/facebook-photo-analyzer,13.0
Ichthyostega/Lumiera,13.0
hohonuuli/vars,13.0
gelosie/jdic,13.0
rkh/papers,13.0
DirectOutput/DirectOutput,13.0
vladislav-karamfilov/TelerikAcademy,13.0
ColdBox/coldbox-relax,13.0
learnelixirtv/todo,13.0
kpi-tuke/yajco,13.0
tita/tita,13.0
c-a-m/passfault,13.0
onitu/Epitech.EIP,13.0
universAAL/ontology,13.0
CM-Huawei/Source_MT6582,13.0
samueljero/snake,13.0
cyriux/livingdocumentation-workshop,13.0
jdkcn/myblog,13.0
rdcli/rdc.etl,13.0
benetech/Martus-Project,13.0
nsrr/edf-editor-translator,13.0
OxPatient/Rule-Engine,13.0
openETCS/model-evaluation,13.0
openMF/DataImportTool,13.0
tibnor/OpenAndroidWeather,13.0
robotics-at-maryland/tortuga,13.0
soapower/soapower,13.0
mirror/xmlstar,13.0
bcmoney/OpenRecommender,13.0
sparkslabs/kamaelia_,13.0
tranfuga25s/turneraonline,13.0
comfortablynumb/shopeet,13.0
PNNL-Comp-Mass-Spec/DeconTools,13.0
hifive/hifive-pitalium-explorer,13.0
svn2github/ehcache,13.0
pablo33/Shotwell-event2folder,13.0
klemens/openolat,12.0
NIRaspberryJam/Raspberry-Jam-Resources,12.0
occiware/ecore,12.0
cechrist/cardoon,12.0
TGM-HIT/protocols,12.0
xenodium/xenodium.github.io,12.0
trygvea/grails-class-diagram,12.0
agilebirds/openflexo,12.0
abdulla-alali/CRE-NS3,12.0
silnrsi/smith,12.0
IAmRarios/pypp11,12.0
KDE/kdepim-runtime,12.0
jakobadam/RDSFactor,12.0
jbosstools/jbosstools-hibernate,12.0
fh-group/MailChimp-ColdFusion-API-Wrapper,12.0
appcelerator-developer-relations/appc-sample-appsearch,12.0
KDE/phonon,12.0
compbio-UofT/savant,12.0
jefferislab/MatlabSupport,12.0
pengchengluo/Peking-University-Open-Research-Data-Platform,12.0
Sheba/MAI_SCADA,12.0
punktDe/pt_extlist,12.0
showcheap/SiPUS,12.0
Microsoft/car-trumps,12.0
stormpath/stormpath-documentation,12.0
typester/ark-advent-2009,12.0
IET-OU/open-media-player,12.0
fegemo/cefet-web,12.0
idu-bogota/curso-taller-openerp,12.0
wheybags/freeablo-windows-build,12.0
lmucs/grapevine,12.0
metamorph-inc/metamorphosys-desktop,12.0
opengeospatial/ogc_school,12.0
jradxl/Entity-Framework-Code-Generation-Tools-Experiments,12.0
wangcheng714/feature-flag,12.0
ravenscroftj/partridge,12.0
sparkslabs/kamaelia,12.0
georgiIvanov/TelerikAcademy,12.0
hakiri/sdn-ns-3,12.0
webida/webida-client,12.0
JordiCorbilla/thundax-delphi-personal-repository,12.0
bootchk/pensool,12.0
Satius/qt5,12.0
sonyxperiadev/EvolutionUI,12.0
nadavkav/RTL-BIDI-Hebrew-Moodle-Plugins,12.0
ging/isabel,12.0
gestiweb/eneboo-modules,12.0
mdsol/skyfire,12.0
HamletDRC/presentations,12.0
rigordo959/tsWxGTUI_PyVx_Repository,12.0
goodby/php-CQRS,12.0
100Continue/Gulu--web-server-test-tools,12.0
cts2/cts2-specification,11.0
jbosstools/jbosstools-base,11.0
omg-dmn-taskforce/omg-dmn-spec,11.0
BIG-Tools/BigBrowser,11.0
suken/UmlGeneratorTool,11.0
openankus/ankus,11.0
mne-tools/mne-tools.github.io,11.0
shigeya/omnetpp,11.0
sourcepole/qgis,11.0
teamgummy/frameworks_base,11.0
Philippe-Lawrence/pyBar,11.0
metaodi/GFTPrototype,11.0
hajuuk/asuswrt,11.0
kape1395/ls1mcs,11.0
jupe/gppanel,11.0
D3f0/txscada,11.0
varmarakesh/aws-hadoop,11.0
huihoo/olat,11.0
ddoa/dea-code-examples,11.0
OOP-2015-Sem1/OOP-2015,11.0
COMP3111H-Project-Team/BallCraft,11.0
eclipse/ocl,11.0
LiU-IMT/EEE,11.0
mattelacchiato/androiDB,11.0
collate/collate,11.0
CDLUC3/dash,11.0
openEHR/specifications,11.0
SINTEF-9012/bvr,11.0
mkolisnyk/Sirius,11.0
Go-zh/blog,11.0
artist-project/ARTIST,11.0
telefonicaid/perseo-core,11.0
jhcloos/pjproject,11.0
mittwald/neos-onepageagency,11.0
amperka/Espruino,11.0
recotak/recotak-framework,11.0
runn1ng/FilmTit,11.0
rayyildiz/DesignPatterns,11.0
freewebsys/jor-report,11.0
cjm0000000/mmt,11.0
wso2-attic/commons,11.0
cadencii/cadencii-nt,11.0
IAAS/oryx-editor,11.0
swissbib/sbvf2,11.0
ingadhoc/odoo-clinic,11.0
lenarother/moderna,11.0
c00w/BitToll,11.0
pisilinux/playground,11.0
juankamilo/yiiopencms,11.0
f3at/feat,11.0
pauek/webcc,11.0
Oinweb/py-fly,11.0
MennaDarwish/IAS,11.0
wasadigi/Teaching-HEIGVD-RES,11.0
jespino/ponencias,11.0
apache/click,11.0
h0tb0x/h0tb0x,11.0
apache/brooklyn-docs,11.0
muromec/qtopia-ezx,11.0
Dawoud/PuzzleGameAndroid,11.0
svstuff/systemverilog,11.0
NCIP/lexevs,11.0
opentrader/opentrader.github.com,11.0
hci-gnomex/gnomex,11.0
gammalib/gammalib,10.0
andresrosso/proyectogrado-docs,10.0
netty/netty.github.com,10.0
MSP-Greg/MSP-Greg.github.io,10.0
jbampton/eclipse-cheatsheets-to-dita-to-pdf,10.0
SIEGE/siege,10.0
jayed/velocity2013,10.0
sikoried/jstk,10.0
blastura/genetic-reanimation,10.0
droolsjbpm/jbpm-form-builder,10.0
kdudka/rrv,10.0
dgomezunican/multipath-ns3.13,10.0
chherbst/StudentManager,10.0
Freecellera/freecellera-uvm,10.0
mengning/nezha,10.0
edna-site/edna,10.0
wwj718/wwj718.github.io,10.0
ubenzer/Agent-Based-Programming-Experiments-with-JADE,10.0
noahseis/webrtc2sip,10.0
richo/dash-docsets,10.0
imsweb/naaccr-xml,10.0
sharegov/opencirm,10.0
dgraziotin/dycapo,10.0
ingadhoc/odoo-academic,10.0
KrisSin/HMI_Library,10.0
pisilinux/project,10.0
nlhsueh/OOSE,10.0
vitaut/vitaut.github.io,10.0
riana/ModelGoon-UML4Java,10.0
kulik/AndroidJAXBLib,10.0
Firenz/1812,10.0
universAAL/middleware,10.0
ratem/eispatterns,10.0
shadowmick1/swtor-emu,10.0
jarcec/rbclips,10.0
kernow/js_state_machine,10.0
iherwig/wcmf,10.0
sozialhelden/wheelmap-iphone2,10.0
wjw465150/Sqs4J,10.0
ABI-Software/ICMA,10.0
borman/phoneme-qtopia,10.0
mthamil/PlantUMLStudio,10.0
kyle-liu/netty4study,10.0
vilnius/vilnius-carpool,10.0
guruucsd/EigenfaceDemo,10.0
oh2gxn/nip,10.0
Journeyer/hfdpcpp_s,10.0
Petrzlen/fmfi-poznamky,10.0
MakeSchool-Tutorials/Doodler-Cpp,10.0
F-Secure/resource-api,10.0
flyskywhy/android-sdk,10.0
butine/research,10.0
Steve132/pfstools,10.0
DetailedClinicalModels/Detailed-Clinical-Models,10.0
miguelgazela/nine-mens-morris,10.0
fashionforhome/minventar,10.0
ahmadzai/SEPA_GroupB,10.0
hep-gc/repoman,10.0
nishmittal/ValueAtRisk,10.0
stefandmn/AREasy,10.0
wesen/nmedit,10.0
exxcellent/echolot,10.0
lexevs/lexevs,10.0
skarpenko/cwtlib,10.0
Donnervoegel/java,10.0
coryb/gearbox,10.0
maxkleiner/maXbox3,10.0
rmacdonaldsmith/CQRS-MassTransit,10.0
pophaax/sailingrobot,10.0
CingProject/Cing,10.0
gpickin/Coldfusion-Coldbox-Koans,10.0
andrewtron3000/embedded-ml,10.0
seblefevre/testerman,10.0
streambuf/recognition_numbers,10.0
iamtanmay/DelphiToCS,10.0
SixK/CC1101-X2D-Heaters,9.0
moljac/MonoMobile.Dialog,9.0
cjw-network/cjwpublish1411,9.0
jwooley/RecipeWebApi,9.0
Wutzara/gnome-university-code-examples,9.0
JiMadness/Paint,9.0
mnn/Dia2Scala,9.0
jenkinsci/jenkow-plugin,9.0
mon95/BITS-Goa-eWallet-Project,9.0
JusteRaimbault/CityNetwork,9.0
clun/ff4j-extra,9.0
Kicer86/photobroom,9.0
kuroda/hinagiku,9.0
factorlibre/openerp-extra-6.1,9.0
nycdatasci/bootcamp004_project,9.0
ngacharts/ngacharts,9.0
hudson/svnkit,9.0
riabchenkovlad/design-patterns,9.0
kilaulena/thesis_de,9.0
muatik/kelimeci,9.0
usabilidoido/corais,9.0
LearnPAd/learnpad,9.0
mozilla/universal-search-gecko-dev,9.0
swartzrock/OSCON-GetStartedWithScala,9.0
taalas/RetroPie-Artwork,9.0
lzqwebsoft/heroku-blog,9.0
kmiernik/Pyspectr,9.0
asciiphil/greenbutton-python,9.0
jameshilliard/actiontec_opensrc_mi424wr-rev-i_fw-40-21-18,9.0
HochschuleKempten/dvprojekt,9.0
naugtur/naugtur.github.com,9.0
bbatsov/java-in-action-lectures,9.0
murad073/SmartAccount,9.0
barancev/java_pft,9.0
bnoi/scikit-tracker,9.0
MrDesjardins/GymWorkout,9.0
tmtxt/tmtxt.github.com,9.0
shonenada/think-python,9.0
dogfeet/dogfeet.docpad,9.0
ojbc/main,9.0
arthurpham/quantlib-full,9.0
cbeams-archive/spring-framework-2.5.x,9.0
abarbour/psd,9.0
SimpleAOSP-Lollipop/platform_frameworks_base,9.0
modelica-3rdparty/SPICELib,9.0
redutan/redutan.github.io,9.0
WiReSEP/Rollercoaster2011,9.0
tangjs520/QSanguosha-Para-tangjs520,9.0
minsOne/minsOne.github.io,9.0
martinrunge/muroa,9.0
ttair/TuxSinbad,9.0
wegenmic/ios-fts-demo,9.0
corybill/IronCondorResearch,9.0
unicefuganda/eums,9.0
railcoach/railcoach,9.0
servinglynk/hmis-lynk-open-source-docs,9.0
sourcegraph/srclib-ruby,9.0
ozoneplatform/owf-metrics,9.0
AludraTest/aludratest,9.0
kirkchen/Api-Sample,9.0
roctbb/ICNE_EHR,9.0
memsindustrygroup/Matlab-Open-Source-Pedometer-Algorithm,9.0
hawkular/hawkular.github.io,9.0
asrob-uc3m/robotDevastation,9.0
sulu-io/docs,9.0
rahulamlekar/TowerDefence,9.0
ccunarro/OrdersBackend,9.0
cawka/ns-3-dev-ndnSIM-old,9.0
dzo/frameworks_base,9.0
angea/wiki_old,9.0
cycorp/cycorp.github.io,9.0
rvadali/fb-raid-refactoring,9.0
jeevatkm/generic-repo,9.0
layeredqueuing/V5,9.0
ThoughtWorksInc/stonecutter,9.0
ckaestne/CIDE,9.0
Motoryka/FriendlyLines,9.0
Lusito/ECS-tasy,9.0
fluid-project/docs-inclusive-learning,9.0
wyuka/kdesdk,9.0
VanirAOSP/frameworks_base,9.0
ismrmrd/ismrmrd-paper,9.0
opengalaxies/OpenGalaxies,9.0
MahatmaX/flowerpower4android,9.0
otnt/SimpleUber,9.0
interseroh/report-cockpit-birt-web,9.0
thinkingl/thinkingl-code-lib,9.0
christiandt/Secure-Chat,8.0
awh/virgo-spring-oauth2-example,8.0
nls-oskari/oskari.org,8.0
Dynamic-Dependency-Injection/dynamic-cdi,8.0
solidshops/PHPpayments,8.0
komoku/aetheria,8.0
Gumtree/gumtree,8.0
groovy-tutorial/groovy-tutorial,8.0
itbrobotics/slambot,8.0
ecell/ecell3,8.0
ipa320/bride,8.0
Symfomany/poo,8.0
vnc-biz/openerp-extra-bundle,8.0
koven2049/hdfs-cloudera-cdh3u3-production,8.0
Jopie64/pjsip,8.0
atmospheric/atmospheric,8.0
ujhelyiz/EMF-IncQuery-Examples,8.0
nkostelnik/Factions,8.0
opensourceBIM/CityGML,8.0
openETCS/validation,8.0
sherlockyao/DemoVIPER,8.0
wro4j/wro4j-examples,8.0
uiuc-cs428/uml2ruby,8.0
niclabs/adkintun-mobile-middleware,8.0
foaf/foaftown,8.0
IOOPM-UU/ioopm15,8.0
Todd-Davies/second-year-notes,8.0
chrhartm/SORN,8.0
Iv/FlyHigh,8.0
nickveenhof/msc_solr_drupal,8.0
openhealthcare/openspirometer,8.0
mptcp-nexus/android_frameworks_base,8.0
latture/threed-beam-fea,8.0
NASA-Tournament-Lab/coeci-cms-mpsp,8.0
dapaulid/JCoAP,8.0
danyalrehman/Aerospace-Simulations,8.0
juanitodread/e-commerce-rest-api,8.0
surki/hipl,8.0
jeromerousselot/mixim-uwb,8.0
SLiPP-Study/spring-core,8.0
evilwan/raptor-chess-interface,8.0
ralfw/TheArchitectsNapkinBlog,8.0
sipXtapi/sipXtapi-svn-mirror,8.0
ozgurlukicin/ozgurlukicin,8.0
nyxcalamity/classwork,8.0
doroam/planning-do-roam,8.0
metal/metaljs.com,8.0
pulipulichen/kals,8.0
jdkoftinoff/mb-gcc4-msli,8.0
hchapman/tikzedt,8.0
JudeLee19/Soma06-Search_Mining,8.0
ozroc/autouml,8.0
mkaspr/ilp-solver,8.0
hubertgrzeskowiak/Azure--Infinite-Skies,8.0
wenxueliu/draft,8.0
rafbel/Point-of-Sale-System,8.0
godexsoft/sqlite_orm,8.0
TUD-INF-IAI-MCI/BrailleIO,8.0
matthoosier/os,8.0
linesh-simplicity/gitbook.java.reflection.in.action,8.0
seagoatvision/seagoatvision,8.0
treble-snake/gson.dwarves,8.0
CandyRoms/frameworks_base,8.0
aitmlouk/Mon_PFE_Resources,8.0
meng004/UscWeixin,8.0
RyanTBerry/WindowsAzureDeploymentTracker,8.0
albertochiwas/FaceAPI,8.0
aurora-java/aurora-ide,8.0
ravenscroftj/SPE,8.0
SafirSDK/safir-sdk-core,8.0
OBHITA/REM,8.0
OBHITA/Consent2Share,8.0
catherinemoresco/PDFProject,8.0
pieper/Slicer4,8.0
rh-lab-q/conflab,8.0
can-eth-gw/can_eth_gw,8.0
TeamBliss-LP/android_frameworks_base,8.0
lmu-bioinformatics/xmlpipedb,8.0
lmdsio-slam2/cours,8.0
hoos/genesis,8.0
hypercomm/wonder,8.0
METIS-Project/ILDE,8.0
cbaatz/purescript-intro,8.0
hmis-interop/logical-model,8.0
hlindberg/misc-puppet-docs,8.0
matlinuxer2/ucimf,8.0
phoenixsoftware-it/analogwidgets,8.0
coolpers/coolpers.github.io,8.0
jlmadurga/listenclosely,7.0
jump4r/osu-automapper,7.0
master-q/masterq-docs,7.0
bkbeckman/eye-tracking,7.0
sbp/cwm,7.0
pekim/node-jdbc,7.0
felix-b/Hapil,7.0
thergbway/Dictionary,7.0
saravanacp/secureshareme,7.0
meegpipe/meegpipe,7.0
opensgct/sgct,7.0
camsci/meteor-pi,7.0
Poorvankbhatia/Data-Structures-In-Java,7.0
Ensembl/trackhub-registry,7.0
sequenceiq/cloudbreak,7.0
oberhamsi/ringojs-openshift-example,7.0
mga-odoo/odoo-extra,7.0
kkade/SmartNaviWatch,7.0
Sankra/AsyncMethodCaller,7.0
scipy-conference/scipy_proceedings_2015,7.0
chrisweb/freeMusic.zone,7.0
eswick/clang-objcs,7.0
tamt/asjsfl,7.0
nrkfeller/scheduler_app,7.0
fillup/php-oauth-saml-demo,7.0
OOP-BPGC-201415/2014-Project-Docs,7.0
Open-I-Beam/swift-storlets,7.0
JordiCorbilla/DDM,7.0
shadow-robot/sr-ronex,7.0
betterwaysystems/betterwaysystems.github.io,7.0
mcraveiro/cunene,7.0
openbaton/docs,7.0
mer-qa/crash-reporter,7.0
openETCS/SSRS,7.0
ucswift/Dafuscator,7.0
nolith/CaptureMJPEG,7.0
ryanalane/Sudoku-Game,7.0
JamesMcGuigan/starsfaq.com,7.0
JamesKovacs/nhcontrib,7.0
edmarmoretti/i3geo,7.0
Pilus/Gryphonheart,7.0
Evegen55/Java_UCSD_Coursera,7.0
pirrmann/PolymorphicEnum,7.0
joherma1/sia,7.0
tehnick/elmerfem,7.0
OPLZZ/data-modelling,7.0
EternalWind/The-Dark-Crystal,7.0
TU-Berlin-CVRS/uipf,7.0
OpenHMIS/openmrs-module-openhmis.cashier,7.0
tlevine/socrata-analysis,7.0
jmjeong-nemus/rexy-embedded,7.0
mcast/perlunit,7.0
jules-lsm/jules-lsm.github.io,7.0
jmyuan/JsonUtil,7.0
brianium/old-site,7.0
awesomejt/database-schema-examples,7.0
Ericsson-LMF/IoT-Gateway,7.0
JugadorNumero12/JugadorNum12,7.0
ejuliot/OrganizationChart-Designer,7.0
brianhigh/data-workshop,7.0
uggla/alexandria,7.0
eishub/BW4T,7.0
KDE/kreversi,7.0
SATToSE/SoTeSoLa2012,7.0
ugent-cros/cros-core,7.0
endlessproof/lbps,7.0
cloporte/TFG-Grafcet-Ladder-Editor,7.0
stefanbund/SDLC-GITHUB,7.0
smartanthill/smartanthill1_0,7.0
IGNF/simplu3D-rules,7.0
Lobo-Prix/TeraTale,7.0
lixiaoyu0123/AutopackingAndroid,7.0
marcosdosea/biblioteca-es,7.0
smancke/talks,7.0
gerritvoss/OpenSGToolbox,7.0
Laisky/HelloWorld,7.0
ickby/FreeCAD_constraint,7.0
mqu/php-console-freebox,7.0
fsr/java-lessons,7.0
voxeolabs/prism-samples,7.0
StevenTCramer/WhiteStarUml,7.0
adius/polyphone,7.0
dogfeet/dogfeet.github.com,7.0
HKFree/UserDB,7.0
cs225/CS225FinalProject,7.0
aeste/gcc,7.0
nielsvanderbeke/weblogic,7.0
subugoe/ocr-tools,7.0
ICSACE/android_frameworks_base,7.0
wjw465150/Pro-Git-Chinese,7.0
miniBloq/CodeBlocks-RG,7.0
diffpy/diffpy.srfit,7.0
IDCI-Consulting/StepBundle,7.0
annegabrielle/secure_adhoc_network_ns-3,7.0
hjpbarcelos/iMasters-Articles-Sources,7.0
hkurosu/oidc1-on-secoauth2,7.0
marcvanzee/handwriting-recognition,7.0
dvicory/AngryTanks,7.0
afconsult-south/dragonfly-fcb,7.0
mozilla/input-lib,7.0
rpavlik/maya2osg,7.0
Lydux/gcc-4.6.2-human68k,7.0
starksm64/DevNation2014,7.0
KrugerHeavyIndustries/jcaptcha,7.0
maestrano/odoo,7.0
NABUCCO/org.nabucco.framework.mda,7.0
miloyip/rapidjson-gitbook,7.0
ingadhoc/odoo-law-tracking,7.0
DynamicPerception/Graffik_Legacy,7.0
svn2github/pjsip,7.0
airingursb/EMPs,7.0
ReDEnergy/Teme-Poli-Calculatoare,7.0
SkyTruth/pelagos-client,7.0
skython/eXe,7.0
PowerKiKi/polukili,7.0
Airtau/genivi,7.0
cjmoeller/powerpoint-remote,7.0
david-mark/mxgraph,7.0
dgomezunican/network-coding-ns3,7.0
hsr-ba-ajw-2013/BA-Dokumentation,7.0
lukaselmer/hierarchical-paragraph-vectors,7.0
aegoroff/logviewer,7.0
markbirbeck/grunt-websequencediagrams,7.0
wndhydrnt/proxym,7.0
DBrianKimmel/PyHouse,7.0
ned14/boost-trunk,7.0
hydrodog/LiquiZ2,7.0
iccs/STARDOM,7.0
sourcesense/modeshape-stone,7.0
Class2015-WebSystem/class2015-websystem,7.0
logos-electromechanical/MultiSpork,7.0
ghthor/filu,7.0
Valentin33/Gui3D,7.0
UV-CDAT/uvcdat-site,7.0
vrobic/comptes,7.0
halex2005/pjproject,7.0
hoonzis/CloudyBank,7.0
ColdBox/cbox-storages,6.0
aaguil10/ElectricVehicleMicroController,6.0
edudb/EduDB,6.0
suan/mirlite,6.0
kef/hieos,6.0
noyangunday/dali,6.0
hfutonline/xipang,6.0
Blackjack92/fhvOS,6.0
altras/fmi_projects,6.0
Cybernetic1/genifer-notes,6.0
Anne081031/WinParkUI,6.0
KWARC/OMDoc,6.0
gdw2/zim,6.0
Skory/translator,6.0
lballabio/QuantLib-site,6.0
buaabyl/lm8-gcc,6.0
hibernate/in.relation.to,6.0
eldemcan/Puse,6.0
JustinDSN/FEWD_14_SF_Students,6.0
ezterry/GB-framework_base,6.0
Banno/heatblast,6.0
wanghongfei/lightning-mvc,6.0
apuliasoft/angular-reveal,6.0
lzz5235/lzz5235.github.com,6.0
mapbender/mapbender-documentation,6.0
tixxdz/nmap,6.0
vortext/vortext-annotate,6.0
enea-tsanai/GPSR-M,6.0
AKerr94/OFCP-AI,6.0
lsalzman/moz-skia,6.0
hwaf/waf,6.0
NCIP/caadapter,6.0
icgc-dcc/dcc-docs,6.0
cs301w06/c301_project,6.0
servd/servd-specification,6.0
endava-workshop/endava-akka-workshop,6.0
